filename,laplacian_variance,edge_density,fft_response
0d78ae29-purse_165.6.jpg,252.77824809057773,0.030758104313792223,2291.3757874597977
02dbd735-bottle_295.8.jpg,555.5579791711318,0.05090970350404313,2359.046390261335
088f1962-plant_233.7.jpg,1078.3197235313703,0.09006730654347046,16431.777800026764
1c7e0342-sun_250.3.jpg,782.4932213460063,0.07119402985074627,1799.8121688446847
22213ea3-bag_370.jpg,884.6932765157212,0.01913693851783689,5489.635453089459
24f02832-stool_145.4.jpg,73.49142645327767,0.008249632178315319,6298.403220252258
2625b901-sun_125.6.jpg,1401.2009169139033,0.07045713784329209,2715.836192714421
32d2c1f2-bag_210.4.jpg,370.1858980392544,0.021368731277081665,6298.157144587087
2b95000f-board_183.3.jpg,180.9228609279831,0.038886907933920564,11102.443796534028
34ba4774-bucket_281.jpg,204.75554303004398,0.036097408190431446,3732.2088173310776
354fec64-bucket_320.jpg,364.7531536280228,0.032860243544931785,3096.6577096455476
360b80bc-bag_120.5.jpg,226.06895134323798,0.020238516544710792,7565.334343232639
36cb9198-chair_300.jpg,234.34024729252008,0.020182686580214326,6827.250833006139
399a9fb7-bucket_242.5.jpg,91.21320451889314,0.022378147816451373,2804.7189471899
3e2c747d-chair_378.2.jpg,36.76058358998818,0.015477137690519246,3515.7582735281576
3fbc2fee-chair_220.8.jpg,137.57699622795914,0.019314335166679075,6364.73728884592
45376a26-bucket_170.jpg,157.48367229158524,0.024795823984080253,4221.571133324449
4b174b68-bag_315.6.jpg,284.48073007248524,0.016432139841071194,4302.283393903136
4fe8f1bd-tin_240.8.jpg,278.06166335687465,0.03799666792405382,4752.106274541084
507b2de4-bucket_120.jpg,207.564487860926,0.024719495091164095,6071.738605019714
5762dbe6-bucket_402.5.jpg,564.6761542715398,0.04886029448665576,3313.595682250779
53319bd4-stool_140.5.jpg,100.94802280732813,0.011549539681413418,7622.350410284876
5adb78ea-ac_184.4.jpg,903.3540638961597,0.05573638569266617,16025.674973173478
5ca4cf25-stool_214.6.jpg,27.494163866477713,0.005682495568337506,3827.261427825548
5ce975f7-ac_163.2.jpg,1127.0597833266786,0.07837915026599632,21092.342707364915
5deb75c7-bottle_105.jpg,519.2637813236481,0.04994100806085658,4509.235073320379
6727cf26-purse_205.2.jpg,111.90092599142696,0.013659647125782584,1793.9928599814546
684f5417-IMG20250309181001.jpg,319.39189247994904,0.05171104164725349,5348.307982874334
6a74a579-bottle_87.7.jpg,514.2432785273309,0.042151114644406906,5273.477019592147
73bb1ef2-bottle_232.3.jpg,605.9650463154055,0.06082427827428792,3431.0779951535133
6b27ccf0-bottle_169.5.jpg,2185.4753552167467,0.05999007580035248,4642.5339576059805
791accd2-sun_200.jpg,2798.3830403737984,0.12205916608432332,2611.9124901322734
804f5835-stool_281.jpg,55.6063049301688,0.009319406032624017,4070.1408426862795
7c63ea24-chair_420.jpg,179.53074757363012,0.02178680601074485,4474.57226726382
812cfebe-cube_200.jpg,1101.355926704307,0.08935088633993743,2101.4085590817285
815731f8-purse_150.2.jpg,312.0331296818645,0.03192976795461268,2195.9068719922075
8340cb86-chair_235.jpg,208.95541741473596,0.016294295935808372,7591.45452648473
8834e834-tree_167.6.jpg,238.54438336577354,0.036629374059627295,19281.05799713259
86b1e791-bag_220.8.jpg,324.34280611129503,0.022294480195776307,6872.868624817908
8e884c05-buds_180.jpg,468.93933156912783,0.04318758164912011,1486.564605123899
92b14461-tin_156.8.jpg,324.70112429939763,0.0433490745599144,6945.341767521101
90bf8d81-bucket_250.8.jpg,124.83753288927723,0.025551053167332236,2938.2455997892816
93514499-bucket_360.jpg,80.91331994497985,0.01828648401362273,1955.2824173291554
